title,year,genres,avg rating,rating,tags
Shanghai Knights,2003,Action,3.21,3.0|4.5|4.0|3.5|3.0|3.0|3.0|2.5|4.0|3.0|3.0|3.5|3.0|3.0|4.0|2.0|1.5|4.0|3.5,england
Freaky Friday,2003,Children,3.21,3.0|4.0|3.5|3.0|4.0|3.0|3.0|3.5|3.5|2.0|4.0|2.0|4.0|2.0|4.0|3.5|3.5|3.0|4.0|3.0|3.0|3.5|2.5|2.5,N/A
Intolerable Cruelty,2003,Comedy,3.18,5.0|2.5|4.0|4.5|4.0|4.0|3.5|2.5|3.0|3.0|1.0|3.5|2.5|4.0|3.0|2.0|4.0|2.5|2.0|3.0,N/A
"Matrix Revolutions, The",2003,Action,3.15,2.0|3.0|4.0|3.5|0.5|0.5|5.0|3.0|3.5|3.0|4.5|4.0|4.5|4.5|3.5|3.0|2.0|3.0|3.5|1.5|0.5|2.0|4.0|4.5|1.0|2.0|2.5|4.0|2.5|4.5|3.0|2.5|5.0|5.0|3.5|3.5|1.5|3.0|3.0|2.0|3.5|2.5|4.0|4.0|3.5|3.0|5.0|3.0|3.5|3.5|4.0|3.5|4.0|3.0|4.0|2.5|3.5|4.0|4.0|2.5|4.5|3.5|2.0|4.0|1.5|0.5|2.0|2.5|4.0|3.5|1.5|3.0|5.0|2.0|4.0|3.0|2.0|5.0|3.5,N/A
"Rundown, The",2003,Action,3.15,4.5|3.0|3.0|3.0|3.5|3.5|3.0|4.0|4.0|2.5|3.0|3.5|2.5|1.5|2.5|3.5|3.0,N/A
Gothika,2003,Horror,3.11,5.0|0.5|3.0|3.5|3.0|2.5|3.0|3.5|4.0,N/A
American Wedding (American Pie 3),2003,Comedy,3.09,3.5|3.5|3.5|1.5|4.5|3.0|3.0|4.0|2.5|2.5|4.0|2.0|3.5|2.5|2.0|4.0,N/A
Peter Pan,2003,Action,3.08,3.0|1.0|3.5|4.0|3.5|3.5,N/A
Pieces of April,2003,Comedy,3.07,4.0|0.5|2.0|3.5|3.5|4.5|3.5,thanksgiving
What a Girl Wants,2003,Comedy,3.06,3.0|2.5|3.0|4.0|3.0|3.5|2.0|3.5,N/A
Anger Management,2003,Comedy,3.06,3.0|5.0|5.0|2.0|4.5|2.0|4.0|1.0|3.5|2.5|1.5|2.5|2.5|3.5|2.0|3.5|2.5|3.5|3.5|3.0|2.0|3.5|3.5|3.0|3.5|2.5|2.5|5.0|2.5|4.0|1.5|3.0|4.0|3.0,N/A
Final Destination 2,2003,Horror,3.05,3.5|2.5|4.0|3.0|3.0|3.0|2.0|3.0|3.5|3.0,sequel|violent
Terminator 3: Rise of the Machines,2003,Action,3.04,4.0|3.0|1.0|4.5|3.5|3.5|2.5|2.0|3.0|0.5|2.5|3.5|3.5|3.5|1.5|4.0|2.5|3.5|3.0|2.5|3.0|3.0|2.5|4.5|3.5|3.5|4.0|2.5|3.5|3.0|2.0|4.0|1.5|4.5|3.5|3.0|2.5|3.0|3.0|4.0|3.0|2.5|2.5|4.0|3.5,N/A
Blue Collar Comedy Tour: The Movie,2003,Comedy,3,3.5|3.5|2.0,N/A
"Jungle Book 2, The",2003,Animation,3,3,N/A
Dark Blue,2003,Action,3,3.0|3.5|2.5,N/A
Gods and Generals,2003,Action,3,3,N/A
"Hunted, The",2003,Action,3,3.0|3.0|3.0,N/A
"Lizzie McGuire Movie, The",2003,Children,3,4.5|2.5|3.0|2.0,N/A
Wrong Turn,2003,Horror,3,3.5|2.5,N/A
Mambo Italiano,2003,Comedy,3,3,N/A
Sylvia,2003,Drama,3,3,N/A
Veronica Guerin,2003,Crime,3,3.5|2.5,N/A
Brother Bear,2003,Adventure,3,3.0|3.0,N/A
Honey,2003,Drama,3,3.5|2.5|3.0,N/A
"Company, The",2003,Drama,3,3,N/A
Japanese Story,2003,Drama,3,3,N/A
Beyond Re-Animator,2003,Horror,3,3,N/A
Ned Kelly,2003,Drama,3,3,N/A
"Mudge Boy, The",2003,Drama,3,3,N/A
I Am David,2003,Drama,3,3.0|3.0|3.0,N/A
Nicotina,2003,Action,3,3,N/A
Infernal Affairs 2 (Mou gaan dou II),2003,Action,3,3,N/A
"Snow Walker, The",2003,Adventure,3,3,N/A
Prime Suspect 6: The Last Witness,2003,Drama,3,3,N/A
Batman: Mystery of the Batwoman,2003,Action,3,3,N/A
Kid's Story,2003,Animation,3,3,N/A
Johnny English,2003,Action,2.96,2.5|4.0|3.5|3.5|3.0|4.5|4.0|3.5|2.0|0.5|2.5|0.5|4.5,N/A
Hollywood Homicide,2003,Action,2.93,3.5|2.5|3.0|3.0|3.5|2.5|2.5,N/A
Uptown Girls,2003,Comedy,2.92,5.0|3.0|1.5|2.0|3.0|3.0,N/A
Paycheck,2003,Action,2.91,2.5|2.0|2.0|2.5|2.5|3.5|2.0|3.0|4.0|4.0|2.5|3.5|2.5|3.0|4.5|4.0|1.5,N/A
Down with Love,2003,Comedy,2.9,3.5|4.0|3.0|0.5|4.0|3.0|4.0|2.5|1.5|3.0,retro|ewan mcgregor|renee zellweger
Bad Boys II,2003,Action,2.88,2.0|3.5|1.5|4.5|3.5|4.0|3.0|3.5|4.0|1.5|3.0|0.5|3.0|5.0|2.0|1.5|3.0,N/A
Confidence,2003,Crime,2.83,1.0|2.0|4.0|4.0|4.0|2.0,N/A
Anything Else,2003,Comedy,2.83,3.0|2.0|3.5,N/A
In the Cut,2003,Crime,2.83,3.5|2.0|3.0,N/A
Stuck on You,2003,Comedy,2.8,3.0|1.0|4.0|1.0|3.0|2.5|3.5|3.5|3.5|3.0,N/A
Mona Lisa Smile,2003,Drama,2.8,4.0|2.5|4.0|3.5|3.0|3.0|2.0|2.0|0.5|3.5,N/A
Just Married,2003,Comedy,2.75,3.0|2.5|3.0|3.0|0.5|1.5|3.5|5.0,N/A
Grind,2003,Action,2.75,1.5|4.0,N/A
Looney Tunes: Back in Action,2003,Action,2.75,1.5|4.0,N/A
Azumi,2003,Action,2.75,2.0|3.5,N/A
House of 1000 Corpses,2003,Horror,2.71,2.0|3.5|1.0|4.5|2.5|2.5|3.0,rob zombie
"Medallion, The",2003,Action,2.7,3.5|5.0|1.0|3.0|1.0,N/A
Open Water,2003,Drama,2.7,1.0|1.0|4.0|3.0|4.5,N/A
Malibu's Most Wanted,2003,Comedy,2.67,3.0|3.0|2.0,N/A
Lara Croft Tomb Raider: The Cradle of Life,2003,Action,2.65,3.5|3.0|4.5|3.5|0.5|3.0|3.0|3.0|2.5|1.5|2.0|3.0|2.5|1.5|4.0|2.0|2.0,heroine in tight suit|adventure|angelina jolie
Tears of the Sun,2003,Action,2.64,3.0|4.0|3.5|0.5|2.0|3.5|2.0,N/A
Dreamcatcher,2003,Drama,2.64,2.0|3.0|3.5|0.5|3.0|3.5|3.0,N/A
"League of Extraordinary Gentlemen, The (a.k.a. LXG)",2003,Action,2.63,3.5|1.0|4.0|3.0|4.0|2.0|2.5|4.0|1.5|3.0|3.0|3.0|3.0|2.0|3.0|2.0|4.0|2.0|1.5|2.5|1.5|3.5|1.0|3.0|3.5|0.5|3.0|3.0|2.0|2.5|4.5|1.5,sean connery|gothic|captain nemo|comic book|peta wilson|superhero
Calendar Girls,2003,Comedy,2.63,3.0|4.0|3.0|0.5|5.0|1.0|3.5|1.0,N/A
"2 Fast 2 Furious (Fast and the Furious 2, The)",2003,Action,2.61,3.0|3.0|3.0|3.5|3.0|1.5|3.0|0.5|4.0|1.5|2.5|2.5|2.0|3.0|2.5|2.0|3.0|3.5|2.5,N/A
Hulk,2003,Action,2.56,0.5|3.0|2.5|3.5|2.5|3.0|3.5|3.0|1.0|3.0|2.0|2.5|1.5|3.5|2.5|0.5|3.0|3.0|4.0|1.5|3.5|3.0|1.0|2.5|4.5|4.0|2.5|3.5|0.5|2.0|3.0|3.0|2.0,dogs|eric bana|marvel|mad scientist
"Guy Thing, A",2003,Comedy,2.5,3.0|3.0|2.0|2.0,N/A
National Security,2003,Action,2.5,4.0|3.0|2.0|1.5|2.0,N/A
Daredevil,2003,Action,2.5,2.0|1.5|2.0|3.0|3.0|2.0|2.5|3.0|2.5|1.5|4.0|2.5|3.5|1.0|3.0|2.5|3.0|3.5|4.0|1.5|3.0|3.5|2.0|2.0|2.5|0.5|2.0|1.5|2.5|2.5|4.0|2.5,ben affleck|bad
Willard,2003,Drama,2.5,2.0|1.0|4.0|3.0,N/A
It Runs in the Family,2003,Comedy,2.5,2.5|2.5,N/A
Masked & Anonymous,2003,Comedy,2.5,2.5,N/A
Party Monster,2003,Comedy,2.5,2.5,N/A
Cold Creek Manor,2003,Drama,2.5,2.5,N/A
"Haunted Mansion, The",2003,Children,2.5,3.5|3.5|2.5|2.0|2.0|2.0|2.0|1.5|3.5|2.5,N/A
Saints and Soldiers,2003,Action,2.5,2.5,N/A
Ruby & Quentin (Tais-toi!),2003,Comedy,2.5,2.5,N/A
Grand Theft Parsons,2003,Comedy,2.5,2.5,N/A
101 Dalmatians II: Patch's London Adventure,2003,Animation,2.5,2.5,N/A
Munna bhai M.B.B.S.,2003,Comedy,2.5,2.5,N/A
Duplex,2003,Comedy,2.43,5.0|2.0|2.0|3.0|1.0|2.0|2.0,N/A
Bulletproof Monk,2003,Action,2.41,1.5|1.5|3.0|0.5|2.5|2.0|2.5|3.0|4.0|4.0|2.0,N/A
"Legally Blonde 2: Red, White & Blonde",2003,Comedy,2.41,4.0|2.5|3.5|3.0|2.5|0.5|1.0|2.0|2.0|3.0|2.5,politics
Boat Trip,2003,Comedy,2.38,3.5|2.0|2.0|2.0,N/A
View from the Top,2003,Comedy,2.38,2.5|1.5|2.5|3.0,N/A
"Core, The",2003,Action,2.38,0.5|3.0|3.0|0.5|3.5|2.0|3.5|3.0,N/A
Charlie's Angels: Full Throttle,2003,Action,2.37,3.5|2.0|3.0|1.0|3.5|3.5|2.5|3.5|1.5|2.5|3.0|0.5|1.0|1.5|0.5|3.0|3.0|3.5|4.0|0.5|1.0|3.5|2.0|3.5|2.0|3.5|1.5,N/A
Daddy Day Care,2003,Children,2.33,3.5|2.5|3.0|2.5|0.5|2.0,N/A
Freddy vs. Jason,2003,Action,2.33,2.5|2.0|2.5|1.5|4.0|2.0|1.0|2.5|3.0,N/A
Dickie Roberts: Former Child Star,2003,Comedy,2.3,3.5|3.0|2.0|0.5|2.5,N/A
Scary Movie 3,2003,Comedy,2.28,0.5|1.0|3.5|3.5|0.5|2.5|3.0|3.0|2.5|2.5|0.5|5.0|2.0|2.0|1.5|1.5|2.5|5.0|1.5|1.5,N/A
Head of State,2003,Comedy,2.25,1.0|3.5,N/A
"Man Apart, A",2003,Action,2.25,2.0|2.5,N/A
Northfork,2003,Drama,2.25,2.0|2.5,flood
Fear X,2003,Mystery,2.25,2.5|2.0,N/A
"In-Laws, The",2003,Comedy,2.17,2.5|1.5|2.5,N/A
Darkness Falls,2003,Horror,2.13,2.0|3.0|1.5|2.0,N/A
"Cat in the Hat, The",2003,Children,2.1,3.0|0.5|2.5|2.5|2.0,N/A
Biker Boyz,2003,Action,2,2,N/A
Piglet's Big Movie,2003,Animation,2,2,N/A
Chasing Papi (a.k.a. Papi Chulo),2003,Comedy,2,2,N/A
Alex and Emma,2003,Comedy,2,2,N/A
Spy Kids 3-D: Game Over,2003,Action,2,1.5|1.0|3.5,N/A
My Boss's Daughter,2003,Comedy,2,4.0|2.0|1.0|1.0,N/A
Timeline,2003,Action,2,3.0|2.5|0.5,N/A
"Seducing Doctor Lewis (Grande séduction, La)",2003,Comedy,2,1.0|3.0,N/A
Sky High,2003,Action,2,2,N/A
Dumb and Dumberer: When Harry Met Lloyd,2003,Comedy,1.95,1.5|0.5|2.0|2.5|3.0|1.5|2.0|0.5|0.5|2.5|5.0,N/A
Cheaper by the Dozen,2003,Children,1.94,3.0|2.5|3.0|2.0|0.5|1.5|2.0|1.0,N/A
Bringing Down the House,2003,Comedy,1.92,2.5|2.5|2.5|1.0|1.5|1.5,N/A
Agent Cody Banks,2003,Action,1.9,2.0|0.5|2.0|2.0|3.0,N/A
Jeepers Creepers 2,2003,Horror,1.88,1.0|2.0|1.5|3.0,N/A
"Texas Chainsaw Massacre, The",2003,Horror,1.86,0.5|0.5|2.5|2.0|3.0|3.5|1.0,N/A
Kangaroo Jack,2003,Action,1.75,2.5|1.0,N/A
Gigli,2003,Comedy,1.5,1.5,N/A
Prey for Rock & Roll,2003,Drama,1.5,1.5,N/A
In Hell,2003,Action,1.5,1.5,N/A
One Missed Call (Chakushin ari),2003,Horror,1.5,1.5,N/A
"House of the Dead, The",2003,Action,1.13,2.0|1.0|0.5|1.0,N/A
Hope Springs,2003,Comedy,1,1,N/A
National Lampoon's Lady Killers (National Lampoon's Gold Diggers),2003,Comedy,1,1,N/A
From Justin to Kelly,2003,Musical,0.83,0.5|0.5|1.5,N/A
Pokémon Heroes,2003,Animation,0.5,0.5,N/A
Uncle Nino,2003,Comedy,0.5,0.5,N/A
Raise Your Voice,2004,Romance,5,5,N/A
'Salem's Lot,2004,Drama,5,5,N/A
Palindromes,2004,Adventure,5,5,N/A
Saving Face,2004,Comedy,5,5,N/A
"Calcium Kid, The",2004,Comedy,5,5,N/A
Go for Zucker! (Alles auf Zucker!),2004,Comedy,5,5,N/A
Dylan Moran: Monster,2004,Comedy,5,5,N/A
Scooby-Doo! and the Loch Ness Monster,2004,Animation,5,5,N/A
Alesha Popovich and Tugarin the Dragon,2004,Animation,5,5,N/A
Dead Man's Shoes,2004,Crime,4.75,4.5|5.0,N/A
"Lion King 1½, The",2004,Adventure,4.5,4.5|4.5,N/A
Red Lights (Feux rouges),2004,Drama,4.5,4.5,N/A
Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo),2004,Action,4.5,4.5,N/A
3-Iron (Bin-jip),2004,Drama,4.5,4.0|5.0|4.5,N/A
Rory O'Shea Was Here (Inside I'm Dancing),2004,Drama,4.5,4.5,N/A
"Common Thread, A (a.k.a. Sequins) (Brodeuses)",2004,Drama,4.5,4.5,N/A
"Perfect Crime, The (Crimen Ferpecto) (Ferpect Crime)",2004,Comedy,4.5,4.5,N/A
Don't Move (Non ti muovere),2004,Drama,4.5,4.5,N/A
Dead Meat,2004,Horror,4.5,4.5,N/A
"Power of Nightmares, The: The Rise of the Politics of Fear",2004,Documentary,4.5,4.5,N/A
Empire of Dreams: The Story of the 'Star Wars' Trilogy,2004,Documentary,4.5,4.5,N/A
North & South,2004,Drama,4.5,4.5,N/A
Pixel Perfect,2004,Children,4.5,4.5,N/A
Control Room,2004,Documentary,4.33,5.0|4.0|4.0,journalism
Voices from the List,2004,Documentary,4.3,3.0|4.0|4.5|5.0|5.0,N/A
P.S.,2004,Comedy,4.25,4.0|4.5,N/A
Nobody Knows (Dare mo shiranai),2004,Drama,4.25,4.5|4.0,orphans
Brothers (Brødre),2004,Drama,4.25,4.5|4.0,N/A
Mind Game,2004,Adventure,4.25,3.5|5.0,N/A
Dave Chappelle: For What it's Worth,2004,Comedy,4.25,4.0|4.5,N/A
Eternal Sunshine of the Spotless Mind,2004,Drama,4.16,3.5|4.0|3.5|2.5|4.0|3.5|4.0|4.5|5.0|4.5|4.5|4.5|4.5|2.0|4.5|5.0|4.5|2.5|5.0|3.5|5.0|4.5|3.5|4.0|5.0|5.0|0.5|5.0|4.0|4.5|4.5|4.0|5.0|4.0|4.5|4.5|3.5|4.5|4.0|3.0|4.5|4.0|5.0|4.0|4.0|5.0|4.0|4.0|4.5|5.0|4.0|3.5|5.0|4.5|5.0|5.0|4.5|2.5|5.0|4.5|5.0|4.0|4.0|4.5|4.0|4.5|3.5|4.0|3.5|4.0|4.5|3.5|4.0|5.0|5.0|4.0|4.0|4.0|5.0|2.5|4.0|5.0|4.0|4.5|4.5|5.0|5.0|4.0|3.0|3.5|4.0|4.0|4.0|4.0|4.0|4.0|4.0|3.5|5.0|4.5|4.0|4.5|5.0|4.0|4.5|4.0|4.5|5.0|2.5|1.5|4.0|5.0|3.5|4.0|5.0|4.0|5.0|4.0|3.0|5.0|4.0|4.0|5.0|3.5|5.0|3.0|5.0|4.5|4.0|4.5|5.0,imagination|dreamlike|atmospheric|insightful|arthouse|intelligent|artistic|beautiful|romantic|memory|bittersweet|mind-bending|jim carrey|alternate reality|feel-good|lovely|philosophy|quirky romantic|love|surreal|humane|emotional|melancholy|quirky|colourful|cult film|happpiness|surrealism|comedy|thought-provoking
DiG!,2004,Documentary,4.13,4.5|4.0|4.0|4.0,N/A
Howl's Moving Castle (Hauru no ugoku shiro),2004,Adventure,4.08,4.5|2.5|3.5|4.0|4.5|4.0|5.0|4.0|4.0|4.0|4.0|4.0|4.5|5.0|4.0|4.5|3.5|3.5|5.0|5.0|3.5|4.0|3.5|3.0|3.5|4.0|5.0|5.0|4.5|3.5|3.0|4.0|5.0|4.0|5.0|2.5|5.0|5.0|3.0|4.0,studio ghibli|fantasy world|hayao miyazaki|anime|in netflix queue|06 oscar nominated best movie - animation
2046,2004,Drama,4.07,4.5|4.5|3.5|4.0|4.0|4.0|4.0,N/A
Shaun of the Dead,2004,Comedy,4.01,2.0|2.0|5.0|5.0|5.0|5.0|5.0|4.0|3.0|5.0|3.5|5.0|4.0|3.5|1.0|4.0|4.5|4.0|5.0|4.5|4.0|5.0|4.0|4.5|4.0|3.5|4.5|3.5|2.5|4.0|3.5|3.5|3.5|4.0|5.0|5.0|5.0|4.0|3.0|3.0|5.0|4.0|5.0|3.5|3.0|4.0|3.5|4.0|4.5|5.0|4.0|3.5|4.0|5.0|4.0|4.5|4.0|4.5|5.0|1.0|4.0|4.5|3.0|4.5|4.5|5.0|4.5|4.0|2.5|2.5|4.5|3.0|4.5|3.0|4.5|5.0|5.0,zombies
Agent Cody Banks 2: Destination London,2004,Action,4,4,N/A
De-Lovely,2004,Drama,4,4,N/A
We Don't Live Here Anymore,2004,Drama,4,3.5|4.5,N/A
Lightning in a Bottle,2004,Documentary,4,4,N/A
Guerrilla: The Taking of Patty Hearst,2004,Documentary,4,4,hearst
"Sea Inside, The (Mar adentro)",2004,Drama,4,4.0|3.0|4.5|4.5|3.5|3.0|5.0|4.5,N/A
Touch of Pink,2004,Comedy,4,4,N/A
Riding Giants,2004,Documentary,4,4.5|4.5|4.0|3.0,surfing
Turtles Can Fly (Lakposhtha hâm parvaz mikonand),2004,Drama,4,4,N/A
"League of Ordinary Gentlemen, A",2004,Documentary,4,4,N/A
"Edukators, The (Die Fetten Jahre sind vorbei)",2004,Comedy,4,4.5|3.5|4.5|3.5|4.0,N/A
Darwin's Nightmare,2004,Documentary,4,4,N/A
'Hellboy': The Seeds of Creation,2004,Action,4,4,N/A
Eros,2004,Drama,4,4,N/A
The Machinist,2004,Drama,3.99,4.0|4.0|4.5|4.5|5.0|5.0|4.5|3.5|3.0|4.0|4.5|4.0|4.5|5.0|5.0|4.0|3.5|3.5|2.0|3.0|4.0|4.0|4.0|4.0|4.0|4.0|2.0|4.0|4.5|4.5|3.5|4.0|3.5|3.0|3.5|5.0|4.5|4.5,christian bale|creepy|powerful ending|twist ending|schizophrenia|psychology
Chasing Liberty,2004,Comedy,3.94,4.5|5.0|5.0|2.5|3.0|3.5|3.0|5.0,N/A
"Maria Full of Grace (Maria, Llena eres de gracia)",2004,Crime,3.94,4.5|4.0|4.0|3.0|4.0|4.0|4.0|4.0,immigrants|drugs
Harry Potter and the Prisoner of Azkaban,2004,Adventure,3.91,2.5|3.5|4.0|3.0|4.5|3.5|5.0|4.5|2.0|4.0|4.0|5.0|4.0|4.0|3.0|4.0|3.0|3.0|4.0|4.0|4.0|4.5|3.5|5.0|4.0|3.5|4.0|2.0|2.5|4.5|3.5|4.0|2.5|3.5|4.0|3.5|4.0|4.0|3.0|4.0|4.0|4.0|3.5|5.0|4.0|3.0|3.5|3.0|3.0|5.0|3.0|4.0|2.5|4.5|3.0|4.5|3.0|4.0|4.5|5.0|3.5|5.0|4.5|4.5|4.5|4.5|5.0|4.5|4.5|5.0|5.0|5.0|4.0|3.0|3.5|4.0|4.5|4.5|3.5|4.5|4.0|4.0|3.0|4.5|4.5|5.0|4.0|3.5|4.0|4.0|4.0|4.0|4.5,wizards|magic
"Chorus, The (Choristes, Les)",2004,Drama,3.91,4.5|3.0|3.5|3.5|4.5|4.5|3.5|5.0|3.5|2.5|5.0,N/A
Dawn of the Dead,2004,Action,3.91,4.5|4.5|5.0|4.5|4.0|4.0|2.5|1.0|4.5|5.0|3.5|4.5|4.0|3.0|4.0|4.0,N/A
Saved!,2004,Comedy,3.89,3.0|3.0|4.0|4.0|5.0|4.5|3.5|3.0|4.0|4.0|4.0|4.5|4.0|4.0,pregnancy|religion
Crash,2004,Crime,3.89,2.0|4.0|4.5|2.5|4.5|2.5|3.5|5.0|4.5|5.0|4.0|4.0|5.0|3.5|4.0|1.5|4.5|4.0|4.0|4.5|4.0|4.0|5.0|3.5|3.0|4.0|4.0|4.5|4.5|3.5|4.0|4.5|4.0|3.5|4.0|4.5|4.0|4.0|3.0|4.0|5.0|3.0|4.0|5.0|3.0|4.5|3.5|4.0|4.0|2.0,racism
Born into Brothels,2004,Documentary,3.88,4.5|3.0|4.0|4.0,india
"Downfall (Untergang, Der)",2004,Drama,3.88,1.0|4.0|4.0|3.5|5.0|4.0|4.0|3.0|3.5|5.0|4.5|4.5|5.0|4.5|4.0|2.5|4.0|3.5|4.5|3.5,N/A
Kill Bill: Vol. 2,2004,Action,3.87,3.0|3.5|1.5|5.0|3.0|4.0|4.5|5.0|3.5|5.0|4.5|4.0|5.0|2.5|4.0|5.0|3.0|4.0|2.0|4.5|0.5|4.5|4.0|5.0|4.0|3.0|5.0|4.5|4.0|4.5|3.0|3.0|4.5|4.0|3.0|4.5|4.0|4.0|5.0|4.0|4.0|4.0|3.0|1.0|3.0|3.5|4.0|5.0|3.5|4.5|4.0|4.0|5.0|2.0|3.5|5.0|4.0|4.5|4.0|5.0|3.5|3.5|3.0|5.0|5.0|3.0|3.5|4.0|4.0|3.5|4.5|3.5|4.0|3.5|3.0|4.0|5.0|4.0|3.5|3.0|4.0|4.0|2.5|4.5|5.0|4.0|5.0|3.5|3.5|4.5|4.0|4.0|4.0|5.0|5.0|4.0|3.5|4.5|1.5|1.0|4.0|4.0|4.5|4.0|3.5|4.0|4.5|4.5|4.0|4.5,revenge
Million Dollar Baby,2004,Drama,3.85,2.0|4.0|4.0|4.0|4.5|3.5|4.0|4.0|4.0|5.0|4.5|2.5|4.0|5.0|4.0|4.0|2.5|3.0|4.5|3.5|4.5|4.0|4.0|3.0|4.5|4.5|4.0|5.0|3.5|3.5|3.5|4.0|4.0|5.0|4.5|4.0|4.0|4.5|4.0|4.0|4.5|4.0|4.0|3.5|3.0|0.5|3.0|4.0|4.5|4.0|2.5|4.0,boxing
"Incredibles, The",2004,Action,3.84,4.0|2.5|2.5|3.5|3.5|4.0|3.0|3.5|3.0|3.0|4.0|4.5|3.5|4.0|3.5|4.0|4.0|0.5|5.0|4.5|5.0|3.5|4.0|3.5|1.0|3.5|4.0|3.0|3.5|4.5|4.5|4.5|4.5|4.0|4.0|4.0|4.0|4.0|3.0|4.0|4.5|3.0|4.5|3.0|4.0|3.5|4.5|4.0|5.0|4.0|4.5|4.5|3.5|3.5|3.5|5.0|4.0|4.0|3.5|2.0|4.0|3.0|3.5|3.0|4.0|2.0|5.0|4.5|4.0|3.5|3.5|4.0|4.5|4.0|4.0|4.0|2.0|4.0|4.0|3.5|4.0|4.0|4.5|3.5|4.0|4.0|4.0|5.0|4.5|5.0|4.0|4.5|5.0|4.5|3.5|3.5|4.0|4.5|4.0|3.5|5.0|4.0|4.0|4.0|3.5|4.0|3.5|4.0|3.5|4.0|4.0|4.5|3.0|3.0|3.5|4.5|4.5|4.0|3.0|4.0|2.5|5.0|4.0|4.0|5.0,disney|samuel l. jackson|animation|superhero
"Woodsman, The",2004,Drama,3.83,3.5|4.5|3.5,child abuse
Appleseed (Appurushîdo),2004,Action,3.83,3.0|4.5|4.0,N/A
Layer Cake,2004,Crime,3.82,3.5|3.5|5.0|4.0|4.5|3.0|4.5|4.5|4.0|4.0|4.0|3.0|4.0|3.5|3.5|4.0|3.5|3.0|3.5,tom hardy|daniel craig|stylish|exquisite plotting.|confusing|organized crime|british gangster
Spider-Man 2,2004,Action,3.8,4.5|3.5|3.0|3.0|3.0|5.0|3.5|4.5|4.0|5.0|4.5|4.0|5.0|5.0|4.5|4.5|3.0|3.5|3.5|4.5|5.0|4.0|3.0|1.0|2.5|4.5|4.0|3.5|4.5|3.0|4.0|4.0|4.0|4.0|4.0|3.5|4.0|4.0|4.5|4.0|2.5|3.0|3.5|3.5|3.5|2.5|3.0|4.0|5.0|3.0|5.0|4.5|3.0|2.5|4.5|5.0|3.0|3.5|2.5|5.0|4.5|4.0|5.0|5.0|3.5|4.0|3.5|3.5|3.5|4.0|3.0|3.5|5.0|3.0|3.5|3.0|2.5|3.5|5.0,doc ock
District 13 (Banlieue 13),2004,Action,3.8,4.0|3.5|4.5|3.5|3.5,N/A
"Motorcycle Diaries, The (Diarios de motocicleta)",2004,Adventure,3.8,3.0|4.5|4.0|4.0|2.5|4.0|2.0|5.0|4.5|4.5|4.5|3.0|3.0|4.5|4.0|5.0|3.5|3.5|4.5|3.5|4.0|3.5|2.0|4.0|4.0|4.5|3.5,N/A
Primer,2004,Drama,3.79,2.0|4.5|3.5|4.0|4.5|4.0|5.0|4.0|4.0|3.5|3.0|4.0|2.5|4.0|5.0|3.0|4.0,time travel
Hotel Rwanda,2004,Drama,3.79,3.5|0.5|4.0|3.0|5.0|3.5|3.5|3.5|4.0|4.5|4.0|4.0|3.0|4.0|4.0|4.0|4.5|4.0|4.0|4.0|4.0|4.0|5.0|4.0|4.5|4.0|5.0|4.5|5.0|4.0|2.0|3.5|3.5|5.0|4.5|4.5|4.5|4.5|4.0|4.0|0.5|3.5|3.5|3.5|3.0|4.0|2.0|3.5,genocide
"Bourne Supremacy, The",2004,Action,3.79,3.5|3.5|4.0|4.0|3.5|5.0|5.0|3.0|5.0|3.5|5.0|4.5|3.5|3.0|4.0|2.0|3.5|5.0|3.5|3.5|4.0|3.0|4.0|5.0|4.0|3.0|4.5|4.0|4.5|3.5|5.0|4.0|2.5|3.0|4.0|3.5|4.5|3.0|4.0|5.0|3.5|3.0|4.0|4.0|4.0|5.0|3.0|4.0|3.5|5.0|5.0|3.5|4.0|3.5|3.5|4.0|4.0|3.5|4.0|4.0|2.5|2.0|4.5|4.0|4.0|3.0|4.5|2.5|5.0|3.0|3.5|3.0|0.5|4.0|4.5,N/A
Anchorman: The Legend of Ron Burgundy,2004,Comedy,3.77,2.5|3.0|3.5|4.0|4.0|4.5|3.5|3.0|4.0|3.0|4.0|4.5|3.5|4.5|5.0|2.5|3.0|3.5|4.5|2.5|4.0|3.5|4.5|3.0|4.0|4.0|4.0|3.0|4.0|5.0|3.5|4.0|4.5|3.5|3.0|3.5|3.5|1.5|4.5|3.0|4.0|3.5|4.5|4.0|4.5|4.0|4.0|4.0|5.0|4.0|3.5|3.5|4.0|4.5|5.0|2.5|4.5,hilarious|awesome|steve carell|stupid|comedy|will ferrell
Collateral,2004,Action,3.76,3.5|4.5|4.0|4.0|4.0|3.5|4.0|3.5|4.5|2.5|5.0|2.5|3.5|5.0|4.0|4.5|2.0|4.5|4.0|4.0|3.0|5.0|4.5|3.5|3.5|5.0|4.0|3.5|4.5|4.0|3.0|3.0|3.0|2.0|3.5|3.0|4.0|4.0|3.0|4.0|4.0|3.0|4.0|4.5,N/A
